NAME,STUSAB,SUMLEV,REGION,DIVISION,STATE,COUNTY,AREALAND,AREAWATR,POP100,HU100,INTPTLAT,INTPTLON,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010047,P0010063,P0010070,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020028,P0020049,P0020065,P0020072,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030026,P0030047,P0030063,P0030070,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040028,P0040049,P0040065,P0040072,H0010001,H0010002,H0010003,,,,,,,,,,,,
Klamath County,OR,50.00,4.00,9.00,41.00,35.00,15387252316.00,503746014.00,66380.00,32774.00,+42.6837613,-121.65,66380.00,63632.00,57019.00,432.00,2734.00,621.00,75.00,2751.00,2748.00,2611.00,284.00,1495.00,258.00,57.00,347.00,40.00,4.00,0.00,7.00,16.00,9.00,41.00,26.00,13.00,14.00,128.00,9.00,0.00,0.00,66380.00,6915.00,59465.00,57369.00,53822.00,394.00,2407.00,615.00,68.00,63.00,2096.00,1996.00,91.00,9.00,0.00,0.00,51577.00,50059.00,45536.00,298.00,1914.00,496.00,60.00,1755.00,1518.00,1450.00,66.00,2.00,0.00,0.00,51577.00,4113.00,47464.00,46229.00,43619.00,277.00,1741.00,493.00,55.00,44.00,1235.00,1183.00,50.00,2.00,0.00,0.00,32774.00,27280.00,5494.00,,,,,,,,,,,,
Lake County,OR,50.00,4.00,9.00,41.00,37.00,21079871249.00,567917619.00,7895.00,4439.00,+42.7884009,-120.39,7895.00,7633.00,7130.00,39.00,165.00,53.00,5.00,241.00,262.00,250.00,7.00,167.00,22.00,12.00,25.00,0.00,0.00,0.00,0.00,6.00,0.00,1.00,8.00,1.00,1.00,12.00,0.00,0.00,0.00,7895.00,545.00,7350.00,7117.00,6875.00,37.00,149.00,44.00,5.00,7.00,233.00,222.00,11.00,0.00,0.00,0.00,6370.00,6211.00,5864.00,34.00,122.00,40.00,5.00,146.00,159.00,154.00,5.00,0.00,0.00,0.00,6370.00,308.00,6062.00,5917.00,5725.00,33.00,113.00,34.00,5.00,7.00,145.00,141.00,4.00,0.00,0.00,0.00,4439.00,3378.00,1061.00,,,,,,,,,,,,
Lane County,OR,50.00,4.00,9.00,41.00,39.00,11792524334.00,437051225.00,351715.00,156112.00,+43.9282763,-122.90,351715.00,337052.00,310685.00,3369.00,4070.00,8322.00,769.00,9837.00,14663.00,13446.00,1938.00,5704.00,3129.00,415.00,1501.00,137.00,58.00,18.00,54.00,63.00,24.00,89.00,186.00,101.00,29.00,1114.00,86.00,17.00,0.00,351715.00,26167.00,325548.00,313743.00,297808.00,3102.00,3418.00,8169.00,732.00,514.00,11805.00,10871.00,874.00,52.00,8.00,0.00,282026.00,273377.00,253832.00,2482.00,3032.00,6943.00,603.00,6485.00,8649.00,8037.00,554.00,43.00,15.00,0.00,282026.00,16322.00,265704.00,258464.00,245734.00,2335.00,2621.00,6844.00,577.00,353.00,7240.00,6760.00,444.00,28.00,8.00,0.00,156112.00,145966.00,10146.00,,,,,,,,,,,,
Lincoln County,OR,50.00,4.00,9.00,41.00,41.00,2537580591.00,554304210.00,46034.00,30610.00,+44.6410762,-123.91,46034.00,44313.00,40393.00,193.00,1590.00,492.00,59.00,1586.00,1721.00,1626.00,97.00,993.00,195.00,50.00,219.00,12.00,3.00,0.00,1.00,13.00,8.00,13.00,12.00,8.00,2.00,91.00,3.00,1.00,0.00,46034.00,3655.00,42379.00,41025.00,38863.00,159.00,1433.00,482.00,52.00,36.00,1354.00,1277.00,76.00,1.00,0.00,0.00,38081.00,37023.00,34308.00,135.00,1075.00,427.00,50.00,1028.00,1058.00,1007.00,50.00,0.00,1.00,0.00,38081.00,2248.00,35833.00,34945.00,33349.00,113.00,988.00,419.00,45.00,31.00,888.00,844.00,44.00,0.00,0.00,0.00,30610.00,20550.00,10060.00,,,,,,,,,,,,
Linn County,OR,50.00,4.00,9.00,41.00,43.00,5931407318.00,48773626.00,116672.00,48821.00,+44.4948239,-122.54,116672.00,112852.00,105669.00,534.00,1488.00,1111.00,162.00,3888.00,3820.00,3570.00,364.00,1733.00,570.00,139.00,574.00,12.00,8.00,13.00,15.00,11.00,11.00,36.00,50.00,25.00,9.00,229.00,17.00,4.00,0.00,116672.00,9127.00,107545.00,104657.00,101579.00,456.00,1268.00,1078.00,150.00,126.00,2888.00,2706.00,169.00,10.00,3.00,0.00,88499.00,86463.00,81702.00,344.00,1088.00,856.00,120.00,2353.00,2036.00,1917.00,107.00,8.00,4.00,0.00,88499.00,5176.00,83323.00,81703.00,79412.00,297.00,955.00,834.00,116.00,89.00,1620.00,1534.00,78.00,5.00,3.00,0.00,48821.00,45204.00,3617.00,,,,,,,,,,,,
Malheur County,OR,50.00,4.00,9.00,41.00,45.00,25608588996.00,109215531.00,31313.00,11692.00,+43.1876999,-117.60,31313.00,30412.00,24272.00,370.00,364.00,527.00,30.00,4849.00,901.00,866.00,58.00,267.00,132.00,16.00,345.00,0.00,3.00,0.00,10.00,6.00,0.00,13.00,2.00,12.00,2.00,34.00,1.00,0.00,0.00,31313.00,9867.00,21446.00,21016.00,19906.00,331.00,235.00,511.00,12.00,21.00,430.00,414.00,16.00,0.00,0.00,0.00,23309.00,22838.00,18839.00,335.00,258.00,474.00,19.00,2913.00,471.00,450.00,20.00,1.00,0.00,0.00,23309.00,5872.00,17437.00,17178.00,16193.00,311.00,187.00,467.00,8.00,12.00,259.00,250.00,9.00,0.00,0.00,0.00,11692.00,10411.00,1281.00,,,,,,,,,,,,
Marion County,OR,50.00,4.00,9.00,41.00,47.00,3062209653.00,26362209.00,315335.00,120948.00,+44.9008984,-122.58,315335.00,303129.00,246656.00,3371.00,4959.00,5995.00,2329.00,39819.00,12206.00,11292.00,1427.00,3337.00,1859.00,409.00,3181.00,115.00,73.00,7.00,118.00,69.00,54.00,252.00,160.00,145.00,86.00,839.00,60.00,14.00,1.00,315335.00,76594.00,238741.00,231409.00,216758.00,2906.00,3290.00,5790.00,2254.00,411.00,7332.00,6750.00,533.00,43.00,6.00,0.00,231954.00,225721.00,190033.00,2445.00,3440.00,4612.00,1435.00,23756.00,6233.00,5819.00,379.00,25.00,10.00,0.00,231954.00,43961.00,187993.00,183958.00,173166.00,2187.00,2444.00,4494.00,1398.00,269.00,4035.00,3733.00,277.00,19.00,6.00,0.00,120948.00,112957.00,7991.00,,,,,,,,,,,,
Morrow County,OR,50.00,4.00,9.00,41.00,49.00,5261843781.00,43778396.00,11173.00,4442.00,+45.4254956,-119.60,11173.00,10884.00,8680.00,55.00,139.00,104.00,14.00,1892.00,289.00,270.00,16.00,107.00,27.00,4.00,81.00,9.00,1.00,0.00,2.00,7.00,0.00,10.00,0.00,2.00,4.00,16.00,3.00,0.00,0.00,11173.00,3497.00,7676.00,7495.00,7218.00,36.00,112.00,100.00,13.00,16.00,181.00,169.00,12.00,0.00,0.00,0.00,7983.00,7810.00,6452.00,32.00,101.00,80.00,7.00,1138.00,173.00,169.00,2.00,2.00,0.00,0.00,7983.00,2035.00,5948.00,5838.00,5638.00,19.00,86.00,80.00,7.00,8.00,110.00,108.00,2.00,0.00,0.00,0.00,4442.00,3916.00,526.00,,,,,,,,,,,,
Multnomah County,OR,50.00,4.00,9.00,41.00,51.00,1117054236.00,88853180.00,735334.00,324832.00,+45.5476932,-122.42,735334.00,701491.00,562421.00,41401.00,7825.00,47950.00,4029.00,37865.00,33843.00,30537.00,6713.00,6751.00,8731.00,840.00,3729.00,840.00,496.00,128.00,427.00,180.00,59.00,292.00,792.00,394.00,165.00,3028.00,243.00,30.00,5.00,735334.00,80138.00,655196.00,628647.00,530303.00,39919.00,5527.00,47508.00,3870.00,1520.00,26549.00,24038.00,2309.00,179.00,22.00,1.00,584651.00,565811.00,466163.00,29746.00,5895.00,37524.00,2710.00,23773.00,18840.00,17153.00,1538.00,126.00,20.00,3.00,584651.00,49908.00,534743.00,519595.00,445428.00,28822.00,4434.00,37212.00,2606.00,1093.00,15148.00,13821.00,1213.00,98.00,15.00,1.00,324832.00,304540.00,20292.00,,,,,,,,,,,,
Polk County,OR,50.00,4.00,9.00,41.00,53.00,1918629058.00,8099319.00,75403.00,30302.00,+44.9043946,-123.40,75403.00,72534.00,64808.00,424.00,1616.00,1435.00,210.00,4041.00,2869.00,2645.00,311.00,1010.00,560.00,140.00,409.00,30.00,17.00,7.00,8.00,18.00,3.00,48.00,54.00,15.00,15.00,203.00,19.00,2.00,0.00,75403.00,9088.00,66315.00,64159.00,60702.00,394.00,1380.00,1403.00,201.00,79.00,2156.00,2005.00,135.00,14.00,2.00,0.00,57070.00,55512.00,50287.00,312.00,1103.00,1128.00,163.00,2519.00,1558.00,1452.00,94.00,11.00,1.00,0.00,57070.00,5320.00,51750.00,50518.00,47926.00,291.00,980.00,1106.00,154.00,61.00,1232.00,1158.00,67.00,6.00,1.00,0.00,30302.00,28288.00,2014.00,,,,,,,,,,,,
Sherman County,OR,50.00,4.00,9.00,41.00,55.00,2133357976.00,19403364.00,1765.00,918.00,+45.3992158,-120.68,1765.00,1733.00,1648.00,4.00,29.00,3.00,1.00,48.00,32.00,30.00,0.00,6.00,9.00,0.00,14.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1765.00,98.00,1667.00,1649.00,1616.00,2.00,21.00,3.00,1.00,6.00,18.00,16.00,2.00,0.00,0.00,0.00,1416.00,1399.00,1345.00,3.00,20.00,3.00,1.00,27.00,17.00,16.00,1.00,0.00,0.00,0.00,1416.00,47.00,1369.00,1357.00,1331.00,1.00,17.00,3.00,1.00,4.00,12.00,11.00,1.00,0.00,0.00,0.00,918.00,777.00,141.00,,,,,,,,,,,,
Tillamook County,OR,50.00,4.00,9.00,41.00,57.00,2855668955.00,596172498.00,25250.00,18359.00,+45.4557425,-123.76,25250.00,24637.00,23102.00,85.00,260.00,227.00,59.00,904.00,613.00,573.00,41.00,263.00,93.00,51.00,87.00,1.00,1.00,0.00,7.00,6.00,0.00,3.00,17.00,2.00,1.00,35.00,5.00,0.00,0.00,25250.00,2284.00,22966.00,22488.00,21902.00,62.00,220.00,223.00,56.00,25.00,478.00,441.00,33.00,4.00,0.00,0.00,20245.00,19874.00,18876.00,61.00,194.00,193.00,42.00,508.00,371.00,357.00,11.00,3.00,0.00,0.00,20245.00,1265.00,18980.00,18673.00,18210.00,46.00,172.00,190.00,40.00,15.00,307.00,296.00,9.00,2.00,0.00,0.00,18359.00,10834.00,7525.00,,,,,,,,,,,,
Umatilla County,OR,50.00,4.00,9.00,41.00,59.00,8328130471.00,41173770.00,75889.00,29693.00,+45.5911997,-118.73,75889.00,73545.00,59995.00,638.00,2662.00,664.00,101.00,9485.00,2344.00,2221.00,187.00,890.00,217.00,36.00,676.00,32.00,0.00,1.00,17.00,13.00,7.00,69.00,16.00,45.00,15.00,120.00,3.00,0.00,0.00,75889.00,18107.00,57782.00,56407.00,52691.00,557.00,2383.00,626.00,95.00,55.00,1375.00,1296.00,76.00,3.00,0.00,0.00,55689.00,54482.00,45817.00,518.00,1865.00,518.00,64.00,5700.00,1207.00,1148.00,57.00,2.00,0.00,0.00,55689.00,10651.00,45038.00,44282.00,41489.00,478.00,1714.00,502.00,59.00,40.00,756.00,720.00,34.00,2.00,0.00,0.00,29693.00,26904.00,2789.00,,,,,,,,,,,,
Union County,OR,50.00,4.00,9.00,41.00,61.00,5274784008.00,4995881.00,25748.00,11489.00,+45.3040466,-118.00,25748.00,25158.00,23968.00,132.00,289.00,209.00,227.00,333.00,590.00,542.00,71.00,244.00,97.00,39.00,71.00,0.00,2.00,3.00,0.00,1.00,4.00,1.00,7.00,2.00,0.00,46.00,1.00,1.00,0.00,25748.00,1002.00,24746.00,24264.00,23407.00,126.00,255.00,204.00,223.00,49.00,482.00,441.00,39.00,1.00,1.00,0.00,19951.00,19632.00,18778.00,97.00,214.00,166.00,160.00,217.00,319.00,297.00,20.00,1.00,1.00,0.00,19951.00,608.00,19343.00,19074.00,18438.00,92.00,197.00,162.00,157.00,28.00,269.00,251.00,16.00,1.00,1.00,0.00,11489.00,10501.00,988.00,,,,,,,,,,,,
Wallowa County,OR,50.00,4.00,9.00,41.00,63.00,8148590560.00,14199323.00,7008.00,4108.00,+45.5937530,-117.19,7008.00,6870.00,6731.00,26.00,45.00,24.00,7.00,37.00,138.00,130.00,16.00,74.00,24.00,5.00,7.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,8.00,0.00,0.00,0.00,7008.00,156.00,6852.00,6726.00,6625.00,26.00,38.00,24.00,6.00,7.00,126.00,118.00,8.00,0.00,0.00,0.00,5689.00,5611.00,5511.00,15.00,32.00,20.00,3.00,30.00,78.00,75.00,3.00,0.00,0.00,0.00,5689.00,103.00,5586.00,5511.00,5440.00,15.00,28.00,20.00,2.00,6.00,75.00,72.00,3.00,0.00,0.00,0.00,4108.00,3133.00,975.00,,,,,,,,,,,,
Wasco County,OR,50.00,4.00,9.00,41.00,65.00,6168106312.00,35946723.00,25213.00,11487.00,+45.1645359,-121.17,25213.00,24571.00,21700.00,106.00,1117.00,192.00,145.00,1311.00,642.00,622.00,44.00,294.00,88.00,25.00,109.00,4.00,1.00,0.00,3.00,11.00,3.00,18.00,6.00,6.00,10.00,20.00,0.00,0.00,0.00,25213.00,3743.00,21470.00,21008.00,19556.00,85.00,1018.00,191.00,142.00,16.00,462.00,450.00,12.00,0.00,0.00,0.00,19365.00,19023.00,17095.00,67.00,772.00,155.00,98.00,836.00,342.00,334.00,8.00,0.00,0.00,0.00,19365.00,2158.00,17207.00,16943.00,15904.00,57.00,718.00,154.00,96.00,14.00,264.00,260.00,4.00,0.00,0.00,0.00,11487.00,10031.00,1456.00,,,,,,,,,,,,
Washington County,OR,50.00,4.00,9.00,41.00,67.00,1875746999.00,5672547.00,529710.00,212450.00,+45.5535419,-123.10,529710.00,507180.00,405642.00,9616.00,3937.00,45755.00,2433.00,39797.00,22530.00,20479.00,2999.00,3646.00,7512.00,790.00,3220.00,211.00,215.00,53.00,218.00,108.00,37.00,205.00,664.00,486.00,115.00,1882.00,148.00,14.00,7.00,529710.00,83270.00,446440.00,429436.00,369453.00,8861.00,2559.00,45354.00,2269.00,940.00,17004.00,15450.00,1436.00,107.00,9.00,2.00,393872.00,383013.00,312989.00,6611.00,2756.00,34338.00,1686.00,24633.00,10859.00,9943.00,829.00,72.00,9.00,6.00,393872.00,50070.00,343802.00,335563.00,291219.00,6169.00,1919.00,34100.00,1587.00,569.00,8239.00,7516.00,665.00,51.00,5.00,2.00,212450.00,200934.00,11516.00,,,,,,,,,,,,
Wheeler County,OR,50.00,4.00,9.00,41.00,69.00,4441179416.00,1242192.00,1441.00,895.00,+44.7364108,-120.03,1441.00,1397.00,1332.00,0.00,18.00,8.00,2.00,37.00,44.00,44.00,0.00,33.00,9.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1441.00,62.00,1379.00,1338.00,1307.00,0.00,16.00,8.00,2.00,5.00,41.00,41.00,0.00,0.00,0.00,0.00,1182.00,1159.00,1115.00,0.00,10.00,5.00,2.00,27.00,23.00,23.00,0.00,0.00,0.00,0.00,1182.00,40.00,1142.00,1120.00,1100.00,0.00,10.00,5.00,2.00,3.00,22.00,22.00,0.00,0.00,0.00,0.00,895.00,651.00,244.00,,,,,,,,,,,,
Yamhill County,OR,50.00,4.00,9.00,41.00,71.00,1854068926.00,6429807.00,99193.00,37110.00,+45.2481382,-123.32,99193.00,95933.00,84758.00,872.00,1520.00,1474.00,172.00,7137.00,3260.00,3021.00,321.00,1150.00,629.00,110.00,580.00,24.00,9.00,3.00,15.00,20.00,8.00,52.00,57.00,34.00,9.00,223.00,16.00,0.00,0.00,99193.00,14592.00,84601.00,82228.00,78448.00,784.00,1272.00,1418.00,163.00,143.00,2373.00,2204.00,162.00,7.00,0.00,0.00,74364.00,72579.00,65129.00,642.00,1118.00,1132.00,141.00,4417.00,1785.00,1658.00,119.00,8.00,0.00,0.00,74364.00,8844.00,65520.00,64146.00,61275.00,589.00,959.00,1099.00,136.00,88.00,1374.00,1279.00,91.00,4.00,0.00,0.00,37110.00,34726.00,2384.00,,,,,,,,,,,,
Adams County,PA,50.00,1.00,2.00,42.00,1.00,1343342705.00,8081576.00,101407.00,40820.00,+39.8694707,-77.22,101407.00,100063.00,94979.00,1561.00,213.00,746.00,20.00,2544.00,1344.00,1261.00,431.00,307.00,200.00,19.00,201.00,22.00,10.00,5.00,19.00,1.00,0.00,10.00,5.00,21.00,10.00,71.00,10.00,2.00,0.00,101407.00,6115.00,95292.00,94262.00,91830.00,1450.00,146.00,737.00,20.00,79.00,1030.00,962.00,56.00,10.00,2.00,0.00,78969.00,78366.00,74932.00,1135.00,156.00,573.00,14.00,1556.00,603.00,567.00,31.00,3.00,2.00,0.00,78969.00,3596.00,75373.00,74901.00,73103.00,1064.00,114.00,565.00,14.00,41.00,472.00,439.00,28.00,3.00,2.00,0.00,40820.00,38013.00,2807.00,,,,,,,,,,,,
Allegheny County,PA,50.00,1.00,2.00,42.00,3.00,1890884266.00,37418903.00,1223348.00,589201.00,+40.4689204,-79.98,1223348.00,1200749.00,997295.00,161861.00,1702.00,34090.00,278.00,5523.00,22599.00,20570.00,10118.00,2254.00,3876.00,178.00,981.00,1511.00,432.00,113.00,504.00,68.00,11.00,43.00,98.00,357.00,26.00,1877.00,132.00,19.00,1.00,1223348.00,19070.00,1204278.00,1183929.00,986212.00,159998.00,1426.00,33944.00,251.00,2098.00,20349.00,18659.00,1576.00,101.00,12.00,1.00,981685.00,970963.00,822357.00,116309.00,1307.00,27123.00,213.00,3654.00,10722.00,9595.00,1035.00,75.00,16.00,1.00,981685.00,13114.00,968571.00,959008.00,814423.00,115179.00,1130.00,27016.00,195.00,1065.00,9563.00,8597.00,894.00,59.00,12.00,1.00,589201.00,533960.00,55241.00,,,,,,,,,,,,
Armstrong County,PA,50.00,1.00,2.00,42.00,5.00,1691787010.00,27556878.00,68941.00,32520.00,+40.8123792,-79.46,68941.00,68413.00,67565.00,553.00,45.00,150.00,9.00,91.00,528.00,512.00,235.00,149.00,77.00,4.00,36.00,3.00,3.00,0.00,1.00,1.00,0.00,0.00,1.00,2.00,0.00,15.00,1.00,0.00,0.00,68941.00,366.00,68575.00,68087.00,67326.00,540.00,41.00,147.00,8.00,25.00,488.00,474.00,13.00,1.00,0.00,0.00,54752.00,54522.00,53905.00,408.00,37.00,106.00,5.00,61.00,230.00,220.00,9.00,1.00,0.00,0.00,54752.00,225.00,54527.00,54314.00,53761.00,399.00,35.00,104.00,5.00,10.00,213.00,205.00,7.00,1.00,0.00,0.00,32520.00,28713.00,3807.00,,,,,,,,,,,,
Beaver County,PA,50.00,1.00,2.00,42.00,7.00,1125900054.00,24167050.00,170539.00,78211.00,+40.6841401,-80.35,170539.00,167585.00,155561.00,10676.00,181.00,724.00,40.00,403.00,2954.00,2777.00,1685.00,431.00,258.00,32.00,139.00,110.00,30.00,8.00,44.00,5.00,0.00,7.00,10.00,13.00,5.00,169.00,5.00,3.00,0.00,170539.00,1998.00,168541.00,165830.00,154196.00,10586.00,158.00,717.00,32.00,141.00,2711.00,2556.00,147.00,5.00,3.00,0.00,135661.00,134546.00,126015.00,7618.00,135.00,521.00,22.00,235.00,1115.00,1022.00,85.00,5.00,3.00,0.00,135661.00,1214.00,134447.00,133426.00,125156.00,7561.00,122.00,517.00,19.00,51.00,1021.00,937.00,76.00,5.00,3.00,0.00,78211.00,71383.00,6828.00,,,,,,,,,,,,
Bedford County,PA,50.00,1.00,2.00,42.00,9.00,2621835502.00,11936863.00,49762.00,23954.00,+39.9971150,-78.49,49762.00,49361.00,48782.00,238.00,75.00,101.00,14.00,151.00,401.00,387.00,139.00,129.00,67.00,7.00,28.00,3.00,2.00,0.00,4.00,1.00,1.00,1.00,0.00,5.00,0.00,14.00,0.00,0.00,0.00,49762.00,450.00,49312.00,48958.00,48535.00,236.00,57.00,101.00,5.00,24.00,354.00,346.00,8.00,0.00,0.00,0.00,39023.00,38815.00,38377.00,180.00,58.00,78.00,10.00,112.00,208.00,198.00,10.00,0.00,0.00,0.00,39023.00,291.00,38732.00,38552.00,38232.00,179.00,45.00,78.00,5.00,13.00,180.00,173.00,7.00,0.00,0.00,0.00,23954.00,20233.00,3721.00,,,,,,,,,,,,
Berks County,PA,50.00,1.00,2.00,42.00,11.00,2218341544.00,23955804.00,411442.00,164827.00,+40.4139565,-75.93,411442.00,401190.00,342148.00,20143.00,1285.00,5385.00,128.00,32101.00,10252.00,9606.00,3303.00,930.00,961.00,69.00,2588.00,174.00,105.00,42.00,772.00,25.00,5.00,191.00,43.00,170.00,228.00,599.00,36.00,11.00,0.00,411442.00,67355.00,344087.00,339135.00,316406.00,16517.00,536.00,5244.00,58.00,374.00,4952.00,4656.00,270.00,19.00,7.00,0.00,313306.00,308452.00,269978.00,13786.00,863.00,3930.00,107.00,19788.00,4854.00,4548.00,278.00,21.00,7.00,0.00,313306.00,40422.00,272884.00,270610.00,254324.00,11789.00,410.00,3850.00,52.00,185.00,2274.00,2116.00,138.00,13.00,7.00,0.00,164827.00,154356.00,10471.00,,,,,,,,,,,,
Blair County,PA,50.00,1.00,2.00,42.00,13.00,1361815301.00,3285521.00,127089.00,56276.00,+40.4979262,-78.31,127089.00,125542.00,122238.00,2129.00,143.00,706.00,29.00,297.00,1547.00,1455.00,780.00,276.00,221.00,22.00,70.00,28.00,8.00,5.00,17.00,1.00,4.00,1.00,5.00,16.00,1.00,88.00,4.00,0.00,0.00,127089.00,1230.00,125859.00,124438.00,121495.00,2051.00,125.00,689.00,26.00,52.00,1421.00,1351.00,69.00,1.00,0.00,0.00,100211.00,99545.00,97177.00,1492.00,116.00,553.00,17.00,190.00,666.00,623.00,42.00,1.00,0.00,0.00,100211.00,795.00,99416.00,98806.00,96694.00,1442.00,103.00,541.00,15.00,11.00,610.00,577.00,33.00,0.00,0.00,0.00,56276.00,52159.00,4117.00,,,,,,,,,,,,
Bradford County,PA,50.00,1.00,2.00,42.00,15.00,2971749132.00,35276067.00,62622.00,29979.00,+41.7914949,-76.50,62622.00,61976.00,61035.00,311.00,154.00,339.00,7.00,130.00,646.00,618.00,150.00,278.00,104.00,9.00,46.00,4.00,1.00,1.00,13.00,3.00,0.00,0.00,4.00,5.00,0.00,28.00,0.00,0.00,0.00,62622.00,702.00,61920.00,61342.00,60584.00,269.00,127.00,330.00,5.00,27.00,578.00,555.00,23.00,0.00,0.00,0.00,48384.00,48026.00,47367.00,186.00,125.00,262.00,6.00,80.00,358.00,347.00,11.00,0.00,0.00,0.00,48384.00,444.00,47940.00,47614.00,47070.00,165.00,109.00,256.00,4.00,10.00,326.00,317.00,9.00,0.00,0.00,0.00,29979.00,25321.00,4658.00,,,,,,,,,,,,
Bucks County,PA,50.00,1.00,2.00,42.00,17.00,1565148677.00,45497815.00,625249.00,245956.00,+40.3368872,-75.11,625249.00,614867.00,557647.00,22376.00,1232.00,24008.00,174.00,9430.00,10382.00,9643.00,2986.00,1345.00,2475.00,118.00,1301.00,253.00,156.00,49.00,222.00,110.00,3.00,43.00,45.00,465.00,72.00,695.00,31.00,13.00,0.00,625249.00,26782.00,598467.00,590255.00,543207.00,21454.00,750.00,23893.00,138.00,813.00,8212.00,7689.00,493.00,20.00,10.00,0.00,481735.00,476772.00,435895.00,15739.00,899.00,17655.00,126.00,6458.00,4963.00,4581.00,353.00,18.00,11.00,0.00,481735.00,17346.00,464389.00,460473.00,426542.00,15217.00,572.00,17572.00,103.00,467.00,3916.00,3624.00,272.00,12.00,8.00,0.00,245956.00,234849.00,11107.00,,,,,,,,,,,,
Butler County,PA,50.00,1.00,2.00,42.00,19.00,2042475490.00,15921864.00,183862.00,78167.00,+40.9138336,-79.92,183862.00,182170.00,177605.00,2021.00,194.00,1838.00,50.00,462.00,1692.00,1581.00,564.00,407.00,402.00,30.00,83.00,39.00,12.00,5.00,5.00,0.00,2.00,1.00,5.00,25.00,1.00,109.00,2.00,0.00,0.00,183862.00,1941.00,181921.00,180354.00,176259.00,1954.00,166.00,1826.00,47.00,102.00,1567.00,1467.00,99.00,1.00,0.00,0.00,142596.00,141825.00,138627.00,1429.00,134.00,1313.00,42.00,280.00,771.00,716.00,54.00,1.00,0.00,0.00,142596.00,1208.00,141388.00,140667.00,137770.00,1389.00,120.00,1304.00,40.00,44.00,721.00,673.00,48.00,0.00,0.00,0.00,78167.00,72835.00,5332.00,,,,,,,,,,,,
Cambria County,PA,50.00,1.00,2.00,42.00,21.00,1782819861.00,13680552.00,143679.00,65650.00,+40.4941269,-78.72,143679.00,141921.00,135206.00,5222.00,147.00,729.00,29.00,588.00,1758.00,1643.00,986.00,254.00,153.00,27.00,87.00,41.00,21.00,9.00,31.00,10.00,0.00,3.00,11.00,10.00,0.00,105.00,10.00,0.00,0.00,143679.00,2006.00,141673.00,140104.00,134073.00,5073.00,108.00,720.00,28.00,102.00,1569.00,1482.00,78.00,9.00,0.00,0.00,115444.00,114730.00,109562.00,3999.00,124.00,561.00,26.00,458.00,714.00,655.00,52.00,7.00,0.00,0.00,115444.00,1449.00,113995.00,113371.00,108768.00,3894.00,92.00,557.00,25.00,35.00,624.00,580.00,37.00,7.00,0.00,0.00,65650.00,58950.00,6700.00,,,,,,,,,,,,
Cameron County,PA,50.00,1.00,2.00,42.00,23.00,1026232612.00,5664007.00,5085.00,4455.00,+41.4382888,-78.20,5085.00,5043.00,5000.00,13.00,13.00,14.00,0.00,3.00,42.00,42.00,15.00,20.00,5.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5085.00,19.00,5066.00,5024.00,4985.00,12.00,13.00,14.00,0.00,0.00,42.00,42.00,0.00,0.00,0.00,0.00,4100.00,4079.00,4048.00,10.00,10.00,9.00,0.00,2.00,21.00,21.00,0.00,0.00,0.00,0.00,4100.00,12.00,4088.00,4067.00,4039.00,9.00,10.00,9.00,0.00,0.00,21.00,21.00,0.00,0.00,0.00,0.00,4455.00,2273.00,2182.00,,,,,,,,,,,,
Carbon County,PA,50.00,1.00,2.00,42.00,25.00,987977465.00,15350043.00,65249.00,34299.00,+40.9178325,-75.71,65249.00,64460.00,62519.00,976.00,123.00,311.00,27.00,504.00,789.00,740.00,209.00,214.00,103.00,9.00,125.00,16.00,14.00,1.00,17.00,0.00,0.00,8.00,3.00,18.00,3.00,45.00,4.00,0.00,0.00,65249.00,2145.00,63104.00,62520.00,61168.00,888.00,100.00,304.00,24.00,36.00,584.00,557.00,25.00,2.00,0.00,0.00,51709.00,51336.00,50013.00,673.00,96.00,231.00,17.00,306.00,373.00,347.00,24.00,2.00,0.00,0.00,51709.00,1254.00,50455.00,50180.00,49215.00,620.00,80.00,230.00,16.00,19.00,275.00,264.00,11.00,0.00,0.00,0.00,34299.00,26684.00,7615.00,,,,,,,,,,,,
